laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Touchscreen,Ips,Storage
293,Samsung,Samsung Gaming 293,Ultrabook,11.7,"11.7"" 1920x1080",AMD Ryzen 3,4,2TB,NVIDIA GeForce GTX 1650,Chrome OS,0.97,474,No,No,SSD
294,Lenovo,Lenovo Workstation 294,Workstation,14.9,"14.9"" 1920x1080",Intel Core i5,64,32GB,NVIDIA GeForce GTX 1650,Chrome OS,1.93,1364,No,No,HDD
295,Razer,Razer Notebook 295,Notebook,11.1,"11.1"" 1366x768",AMD Ryzen 7,16,512GB,NVIDIA GeForce RTX 3080,Windows 10,1.89,2533,No,Yes,SSD
296,Lenovo,Lenovo 2 in 1 Convertible 296,Gaming,15.1,"15.1"" 3840x2160",AMD Ryzen 9,8,4GB,AMD Radeon RX 6600M,Chrome OS,2.22,1580,Yes,Yes,SSD
297,Dell,Dell 2 in 1 Convertible 297,Notebook,11.8,"11.8"" 2560x1440",Intel Core i7,16,64GB,AMD Radeon RX 6600M,Windows 11,2.21,1151,Yes,Yes,SSD
298,Razer,Razer 2 in 1 Convertible 298,Gaming,17.0,"17.0"" 3840x2160",Intel Core i5,8,8GB,NVIDIA GeForce RTX 3080,Chrome OS,3.62,2120,No,No,SSD
299,Acer,Acer Netbook 299,2 in 1 Convertible,14.4,"14.4"" 2560x1440",AMD Ryzen 5,32,32GB,NVIDIA GeForce GTX 1650,Linux,2.32,644,Yes,Yes,Hybrid
300,Lenovo,Lenovo Ultrabook 300,2 in 1 Convertible,12.2,"12.2"" 2560x1440",AMD Ryzen 9,16,32GB,NVIDIA GeForce RTX 3080,Windows 11,1.56,2257,Yes,No,Hybrid
301,LG,LG Ultrabook 301,Ultrabook,13.6,"13.6"" 1366x768",AMD Ryzen 9,16,32GB,NVIDIA GeForce RTX 3070,Windows 11,1.36,2213,Yes,No,Hybrid
302,Samsung,Samsung Netbook 302,Ultrabook,12.9,"12.9"" 2560x1440",AMD Ryzen 7,8,512GB,Intel Iris Xe Graphics,macOS,0.9,658,Yes,No,Hybrid
303,Apple,Apple Workstation 303,Workstation,15.9,"15.9"" 3840x2160",AMD Ryzen 7,128,512GB,NVIDIA GeForce RTX 3060,macOS,1.48,5000,Yes,No,Hybrid
304,Samsung,Samsung Netbook 304,Ultrabook,12.3,"12.3"" 2560x1440",Intel Core i3,4,512GB,Intel HD Graphics,Chrome OS,1.1,241,No,No,SSD
305,Huawei,Huawei 2 in 1 Convertible 305,Workstation,15.8,"15.8"" 3840x2160",Intel Core i3,32,256GB,AMD Radeon RX 6600M,macOS,2.82,883,Yes,No,HDD
306,Huawei,Huawei Ultrabook 306,Gaming,15.2,"15.2"" 2560x1440",Intel Core i7,32,256GB,NVIDIA GeForce GTX 1650,Chrome OS,3.52,1308,No,No,SSD
307,HP,HP Gaming 307,Gaming,16.3,"16.3"" 1920x1080",AMD Ryzen 5,64,32GB,Intel HD Graphics,Chrome OS,3.78,919,No,Yes,SSD
308,Asus,Asus 2 in 1 Convertible 308,Workstation,15.9,"15.9"" 1920x1080",Intel Core i7,128,64GB,NVIDIA GeForce RTX 3060,Linux,2.22,3521,No,No,HDD
309,Samsung,Samsung Workstation 309,Workstation,11.4,"11.4"" 2560x1440",Intel Core i3,128,64GB,AMD Radeon RX 5500M,Windows 11,2.76,1418,Yes,No,Hybrid
310,Samsung,Samsung Workstation 310,Notebook,13.1,"13.1"" 2560x1440",AMD Ryzen 7,8,8GB,AMD Radeon RX 5500M,Linux,1.4,639,Yes,Yes,Hybrid
311,Apple,Apple Notebook 311,Gaming,15.9,"15.9"" 1920x1080",Intel Core i9,16,4GB,NVIDIA GeForce RTX 3060,macOS,3.42,3734,No,No,SSD
312,HP,HP Gaming 312,2 in 1 Convertible,12.4,"12.4"" 2560x1440",Intel Core i3,16,256GB,AMD Radeon RX 6700M,Chrome OS,1.43,1042,Yes,Yes,HDD
313,Lenovo,Lenovo Workstation 313,2 in 1 Convertible,12.2,"12.2"" 1366x768",AMD Ryzen 7,32,4GB,AMD Radeon RX 6700M,Linux,1.9,1779,Yes,Yes,SSD
314,MSI,MSI Workstation 314,Gaming,17.2,"17.2"" 1920x1080",AMD Ryzen 5,64,2TB,NVIDIA GeForce RTX 3070,Linux,3.52,3172,No,No,HDD
315,LG,LG Ultrabook 315,Ultrabook,13.3,"13.3"" 1366x768",Intel Core i3,16,8GB,NVIDIA GeForce RTX 3060,Chrome OS,1.29,966,No,No,SSD
316,LG,LG 2 in 1 Convertible 316,2 in 1 Convertible,13.6,"13.6"" 1920x1080",Intel Core i3,32,8GB,NVIDIA GeForce GTX 1650,Chrome OS,2.33,796,Yes,No,Hybrid
317,Acer,Acer Ultrabook 317,Netbook,11.6,"11.6"" 2560x1440",AMD Ryzen 9,8,512GB,Intel Iris Xe Graphics,Linux,1.22,349,Yes,No,Hybrid
318,Lenovo,Lenovo Gaming 318,Workstation,11.6,"11.6"" 1366x768",AMD Ryzen 5,128,128GB,AMD Radeon RX 5500M,Chrome OS,1.58,1576,No,Yes,SSD
319,Lenovo,Lenovo Gaming 319,Ultrabook,12.7,"12.7"" 1920x1080",Intel Core i5,16,16GB,NVIDIA GeForce GTX 1650,macOS,1.27,833,Yes,No,Hybrid
320,Huawei,Huawei Ultrabook 320,Notebook,12.6,"12.6"" 1366x768",Intel Core i5,4,32GB,NVIDIA GeForce GTX 1650,Windows 11,1.21,271,No,No,Hybrid
321,Acer,Acer Ultrabook 321,2 in 1 Convertible,12.1,"12.1"" 1366x768",Intel Core i3,32,128GB,AMD Radeon RX 5500M,Windows 10,2.94,659,Yes,No,HDD
322,Samsung,Samsung Notebook 322,Notebook,14.0,"14.0"" 1366x768",AMD Ryzen 3,32,2TB,AMD Radeon RX 5500M,Windows 11,2.46,526,No,No,HDD
323,Asus,Asus Netbook 323,Notebook,14.2,"14.2"" 1920x1080",AMD Ryzen 5,4,4GB,NVIDIA GeForce RTX 3080,macOS,1.35,714,Yes,Yes,HDD
324,Lenovo,Lenovo Gaming 324,Gaming,16.3,"16.3"" 2560x1440",AMD Ryzen 5,8,8GB,AMD Radeon RX 5500M,Windows 10,2.05,640,Yes,No,Hybrid
325,Samsung,Samsung Netbook 325,Ultrabook,12.2,"12.2"" 2560x1440",Intel Core i5,32,4GB,Intel Iris Xe Graphics,Windows 10,0.9,880,Yes,No,Hybrid
326,HP,HP Notebook 326,Gaming,15.3,"15.3"" 2560x1440",Intel Core i9,64,8GB,NVIDIA GeForce RTX 3060,Linux,2.26,4265,Yes,No,HDD
327,Microsoft,Microsoft Workstation 327,Gaming,15.8,"15.8"" 2560x1440",Intel Core i7,32,32GB,AMD Radeon RX 6800M,macOS,2.48,2952,No,Yes,HDD
328,Apple,Apple 2 in 1 Convertible 328,2 in 1 Convertible,15.0,"15.0"" 1920x1080",Intel Core i3,8,16GB,AMD Radeon RX 6700M,macOS,1.44,1187,Yes,Yes,SSD
329,Lenovo,Lenovo Workstation 329,2 in 1 Convertible,15.5,"15.5"" 3840x2160",Intel Core i7,8,2TB,Intel HD Graphics,macOS,2.17,426,Yes,No,Hybrid
330,Dell,Dell Ultrabook 330,2 in 1 Convertible,15.3,"15.3"" 3840x2160",AMD Ryzen 9,8,64GB,NVIDIA GeForce RTX 3070,Windows 10,2.96,1686,Yes,No,SSD
331,Huawei,Huawei Ultrabook 331,Notebook,16.2,"16.2"" 2560x1440",Intel Core i3,16,16GB,NVIDIA GeForce RTX 3060,Windows 11,1.69,636,Yes,No,Hybrid
332,Dell,Dell Ultrabook 332,Ultrabook,11.5,"11.5"" 1920x1080",Intel Core i9,8,32GB,NVIDIA GeForce GTX 1660,Windows 11,1.01,1380,Yes,Yes,HDD
333,Apple,Apple Gaming 333,2 in 1 Convertible,13.9,"13.9"" 1366x768",AMD Ryzen 7,4,256GB,Intel Iris Xe Graphics,macOS,1.98,929,Yes,Yes,HDD
334,Dell,Dell Gaming 334,Gaming,15.8,"15.8"" 2560x1440",AMD Ryzen 3,8,512GB,AMD Radeon RX 5500M,macOS,2.09,491,No,No,Hybrid
335,Razer,Razer Notebook 335,Gaming,15.7,"15.7"" 2560x1440",Intel Core i7,32,4GB,AMD Radeon RX 6600M,macOS,2.03,2742,No,Yes,Hybrid
336,LG,LG Gaming 336,Gaming,16.2,"16.2"" 2560x1440",AMD Ryzen 3,32,256GB,NVIDIA GeForce GTX 1660,Windows 10,2.58,1060,No,No,HDD
337,Apple,Apple Notebook 337,2 in 1 Convertible,12.8,"12.8"" 1366x768",Intel Core i9,16,2TB,AMD Radeon RX 6600M,macOS,2.29,2766,Yes,Yes,HDD
338,Samsung,Samsung Gaming 338,Netbook,11.6,"11.6"" 1366x768",AMD Ryzen 3,32,4GB,AMD Radeon RX 5500M,macOS,1.08,439,No,Yes,Hybrid
339,Microsoft,Microsoft Ultrabook 339,Gaming,17.0,"17.0"" 2560x1440",AMD Ryzen 9,64,4GB,AMD Radeon RX 6600M,macOS,2.27,3545,Yes,No,Hybrid
340,Asus,Asus Notebook 340,Netbook,13.7,"13.7"" 2560x1440",AMD Ryzen 5,8,64GB,NVIDIA GeForce RTX 3050,macOS,1.33,466,No,Yes,SSD
341,Asus,Asus Netbook 341,Netbook,17.0,"17.0"" 3840x2160",Intel Core i5,8,32GB,NVIDIA GeForce GTX 1650,Windows 11,1.03,345,No,No,Hybrid
342,Dell,Dell Netbook 342,2 in 1 Convertible,14.6,"14.6"" 2560x1440",Intel Core i3,8,64GB,AMD Radeon RX 6700M,Linux,1.26,592,Yes,Yes,SSD
343,Razer,Razer Gaming 343,Workstation,11.4,"11.4"" 2560x1440",AMD Ryzen 7,64,128GB,AMD Radeon RX 6600M,Linux,2.09,2907,No,Yes,SSD
344,LG,LG Workstation 344,Ultrabook,12.6,"12.6"" 1366x768",AMD Ryzen 9,8,32GB,Intel Iris Xe Graphics,Chrome OS,1.31,786,Yes,No,SSD
345,Asus,Asus 2 in 1 Convertible 345,Ultrabook,11.2,"11.2"" 1920x1080",AMD Ryzen 3,8,2TB,NVIDIA GeForce RTX 3080,Windows 10,1.38,1048,No,No,HDD
346,Huawei,Huawei Netbook 346,Netbook,12.4,"12.4"" 2560x1440",AMD Ryzen 5,32,8GB,NVIDIA GeForce GTX 1650,Windows 11,1.64,408,Yes,Yes,Hybrid
347,Acer,Acer Netbook 347,2 in 1 Convertible,12.7,"12.7"" 2560x1440",AMD Ryzen 3,16,1TB,NVIDIA GeForce GTX 1660,Linux,1.04,548,Yes,No,HDD
348,HP,HP Ultrabook 348,Notebook,11.3,"11.3"" 2560x1440",AMD Ryzen 9,8,64GB,AMD Radeon RX 5500M,macOS,1.91,660,Yes,Yes,Hybrid
349,Acer,Acer Ultrabook 349,2 in 1 Convertible,12.6,"12.6"" 2560x1440",AMD Ryzen 5,4,32GB,AMD Radeon RX 6600M,Chrome OS,1.82,560,Yes,No,HDD
350,Apple,Apple Workstation 350,Notebook,13.4,"13.4"" 2560x1440",AMD Ryzen 3,8,1TB,AMD Radeon RX 5500M,macOS,1.46,567,Yes,Yes,SSD
351,Huawei,Huawei Notebook 351,Gaming,15.4,"15.4"" 3840x2160",AMD Ryzen 9,64,128GB,NVIDIA GeForce RTX 3080,Windows 10,2.09,3294,No,Yes,HDD
352,Asus,Asus Workstation 352,Gaming,15.0,"15.0"" 1920x1080",Intel Core i5,8,1TB,Intel Iris Xe Graphics,Chrome OS,2.24,571,No,No,SSD
353,Dell,Dell Notebook 353,Netbook,15.5,"15.5"" 2560x1440",AMD Ryzen 7,4,4GB,AMD Radeon RX 6800M,Windows 10,1.89,568,Yes,No,Hybrid
354,Acer,Acer Ultrabook 354,Workstation,12.4,"12.4"" 2560x1440",AMD Ryzen 9,128,512GB,AMD Radeon RX 6800M,Chrome OS,2.58,2762,No,Yes,SSD
355,Huawei,Huawei Ultrabook 355,Netbook,11.8,"11.8"" 1920x1080",AMD Ryzen 3,16,4GB,NVIDIA GeForce RTX 3080,Chrome OS,1.16,487,No,Yes,SSD
356,HP,HP Netbook 356,Notebook,16.4,"16.4"" 3840x2160",Intel Core i5,32,256GB,NVIDIA GeForce RTX 3080,macOS,2.12,1848,Yes,No,HDD
357,HP,HP Netbook 357,Workstation,14.9,"14.9"" 1920x1080",AMD Ryzen 7,16,4GB,AMD Radeon RX 6700M,Windows 10,1.86,1758,No,Yes,Hybrid
358,Samsung,Samsung Ultrabook 358,Gaming,16.1,"16.1"" 3840x2160",AMD Ryzen 7,32,1TB,AMD Radeon RX 6800M,Chrome OS,2.12,2760,No,No,HDD
359,Dell,Dell Netbook 359,2 in 1 Convertible,15.0,"15.0"" 2560x1440",Intel Core i5,8,8GB,AMD Radeon RX 5500M,Linux,1.2,730,Yes,No,Hybrid
360,HP,HP Notebook 360,Ultrabook,11.1,"11.1"" 1366x768",AMD Ryzen 9,16,1TB,AMD Radeon RX 6600M,Chrome OS,1.28,1255,No,No,SSD
361,Dell,Dell Workstation 361,2 in 1 Convertible,13.8,"13.8"" 1920x1080",Intel Core i5,16,32GB,AMD Radeon RX 5500M,Chrome OS,2.51,651,Yes,Yes,SSD
362,HP,HP Ultrabook 362,Workstation,12.8,"12.8"" 2560x1440",Intel Core i5,128,128GB,NVIDIA GeForce RTX 3050,Windows 10,1.69,2196,No,No,HDD
363,MSI,MSI Workstation 363,Workstation,17.3,"17.3"" 3840x2160",AMD Ryzen 9,32,256GB,Intel HD Graphics,Linux,1.19,1020,No,No,SSD
364,Huawei,Huawei Ultrabook 364,Workstation,15.5,"15.5"" 2560x1440",AMD Ryzen 3,16,16GB,AMD Radeon RX 6800M,macOS,1.98,884,Yes,Yes,SSD
365,Huawei,Huawei Gaming 365,2 in 1 Convertible,12.7,"12.7"" 2560x1440",Intel Core i7,16,16GB,NVIDIA GeForce RTX 3050,Windows 10,2.86,910,Yes,Yes,Hybrid
366,Lenovo,Lenovo Workstation 366,Notebook,14.0,"14.0"" 2560x1440",Intel Core i7,32,2TB,AMD Radeon RX 6800M,Windows 11,1.92,1512,No,No,HDD
367,Apple,Apple Notebook 367,Ultrabook,12.6,"12.6"" 2560x1440",AMD Ryzen 5,8,512GB,NVIDIA GeForce RTX 3070,macOS,1.35,2162,No,No,HDD
368,Apple,Apple 2 in 1 Convertible 368,Netbook,11.4,"11.4"" 1920x1080",AMD Ryzen 3,4,512GB,Intel Iris Xe Graphics,macOS,2.07,285,Yes,No,SSD
369,Microsoft,Microsoft Netbook 369,Notebook,14.7,"14.7"" 2560x1440",AMD Ryzen 9,32,16GB,AMD Radeon RX 6800M,Linux,2.31,1984,No,Yes,SSD
370,Razer,Razer Gaming 370,Notebook,13.4,"13.4"" 2560x1440",Intel Core i7,4,64GB,Intel HD Graphics,Chrome OS,2.07,501,Yes,Yes,HDD
371,LG,LG Notebook 371,Gaming,16.4,"16.4"" 3840x2160",Intel Core i7,8,128GB,NVIDIA GeForce RTX 3080,Windows 11,2.64,2120,No,No,SSD
372,Asus,Asus Ultrabook 372,Gaming,17.0,"17.0"" 2560x1440",AMD Ryzen 9,8,16GB,AMD Radeon RX 6700M,Chrome OS,3.01,1107,Yes,Yes,Hybrid
373,Dell,Dell Netbook 373,2 in 1 Convertible,15.3,"15.3"" 3840x2160",AMD Ryzen 3,16,1TB,NVIDIA GeForce RTX 3050,macOS,2.37,702,Yes,Yes,Hybrid
374,Huawei,Huawei Ultrabook 374,Ultrabook,12.1,"12.1"" 1920x1080",Intel Core i5,4,64GB,NVIDIA GeForce GTX 1660,Windows 11,1.36,542,No,No,HDD
375,Microsoft,Microsoft Gaming 375,2 in 1 Convertible,12.4,"12.4"" 2560x1440",AMD Ryzen 9,8,64GB,NVIDIA GeForce RTX 3070,Linux,1.88,1787,Yes,No,SSD
376,HP,HP Ultrabook 376,Notebook,12.4,"12.4"" 2560x1440",Intel Core i3,32,512GB,Intel HD Graphics,Windows 10,2.16,352,No,Yes,Hybrid
377,Razer,Razer Netbook 377,Ultrabook,13.8,"13.8"" 1366x768",AMD Ryzen 9,8,128GB,NVIDIA GeForce RTX 3080,Linux,0.95,2902,Yes,No,SSD
378,Asus,Asus Workstation 378,Workstation,14.1,"14.1"" 2560x1440",AMD Ryzen 7,16,8GB,Intel HD Graphics,Linux,1.88,596,Yes,Yes,SSD
379,Razer,Razer Netbook 379,Gaming,16.2,"16.2"" 3840x2160",Intel Core i5,16,8GB,NVIDIA GeForce RTX 3060,macOS,2.35,2592,No,No,SSD
380,Huawei,Huawei Gaming 380,Gaming,16.5,"16.5"" 1920x1080",Intel Core i7,16,16GB,NVIDIA GeForce RTX 3080,Chrome OS,3.77,2043,No,No,HDD
381,MSI,MSI Netbook 381,2 in 1 Convertible,12.7,"12.7"" 1366x768",Intel Core i9,32,512GB,AMD Radeon RX 5500M,Linux,1.11,1792,Yes,No,Hybrid
382,LG,LG Notebook 382,Ultrabook,11.3,"11.3"" 2560x1440",AMD Ryzen 3,16,128GB,AMD Radeon RX 6700M,Chrome OS,1.25,1021,Yes,No,SSD
383,HP,HP Notebook 383,Netbook,16.3,"16.3"" 2560x1440",Intel Core i9,4,16GB,AMD Radeon RX 6800M,Windows 11,1.14,840,No,Yes,SSD
384,Huawei,Huawei Gaming 384,Gaming,16.7,"16.7"" 1920x1080",Intel Core i5,16,256GB,NVIDIA GeForce RTX 3060,Chrome OS,2.74,1227,No,No,Hybrid
385,MSI,MSI 2 in 1 Convertible 385,Notebook,16.7,"16.7"" 3840x2160",Intel Core i5,8,2TB,AMD Radeon RX 6600M,Linux,1.46,750,No,Yes,Hybrid
386,Huawei,Huawei Ultrabook 386,2 in 1 Convertible,15.3,"15.3"" 3840x2160",AMD Ryzen 3,32,4GB,NVIDIA GeForce GTX 1660,Chrome OS,2.23,494,Yes,No,Hybrid
387,Apple,Apple 2 in 1 Convertible 387,Workstation,16.8,"16.8"" 3840x2160",Intel Core i7,64,1TB,NVIDIA GeForce RTX 3070,macOS,1.37,5000,Yes,Yes,Hybrid
388,Asus,Asus Notebook 388,Ultrabook,12.8,"12.8"" 2560x1440",AMD Ryzen 3,32,64GB,NVIDIA GeForce RTX 3050,macOS,0.83,823,Yes,Yes,HDD
389,HP,HP Netbook 389,Gaming,16.5,"16.5"" 2560x1440",Intel Core i9,16,16GB,NVIDIA GeForce RTX 3050,Windows 10,2.26,2447,No,Yes,Hybrid
390,Huawei,Huawei Workstation 390,Netbook,14.2,"14.2"" 1366x768",AMD Ryzen 9,8,32GB,AMD Radeon RX 6700M,Chrome OS,2.53,526,No,Yes,Hybrid
391,Asus,Asus Gaming 391,2 in 1 Convertible,14.1,"14.1"" 1366x768",Intel Core i7,8,256GB,AMD Radeon RX 5500M,Windows 11,1.85,658,Yes,Yes,SSD
392,Microsoft,Microsoft Gaming 392,Notebook,17.1,"17.1"" 2560x1440",Intel Core i5,16,16GB,NVIDIA GeForce RTX 3080,Linux,2.76,1906,No,Yes,SSD
393,MSI,MSI 2 in 1 Convertible 393,Gaming,15.1,"15.1"" 1920x1080",Intel Core i7,8,32GB,AMD Radeon RX 5500M,Windows 10,3.08,988,Yes,No,Hybrid
394,Razer,Razer Notebook 394,Netbook,12.5,"12.5"" 1920x1080",AMD Ryzen 7,16,32GB,AMD Radeon RX 6700M,Linux,1.63,954,No,No,SSD
395,Dell,Dell Notebook 395,2 in 1 Convertible,13.2,"13.2"" 1366x768",Intel Core i7,4,32GB,NVIDIA GeForce GTX 1660,Linux,1.08,889,Yes,No,HDD
396,Lenovo,Lenovo Gaming 396,Notebook,14.8,"14.8"" 1366x768",AMD Ryzen 3,32,64GB,NVIDIA GeForce RTX 3070,Chrome OS,2.2,872,Yes,Yes,SSD
397,Razer,Razer Gaming 397,Notebook,16.0,"16.0"" 2560x1440",Intel Core i5,32,64GB,NVIDIA GeForce GTX 1650,Windows 10,2.94,1068,No,No,HDD
398,Dell,Dell Notebook 398,Ultrabook,12.4,"12.4"" 2560x1440",AMD Ryzen 3,16,32GB,NVIDIA GeForce GTX 1660,Windows 11,0.87,779,Yes,No,HDD
399,Lenovo,Lenovo Workstation 399,Netbook,17.1,"17.1"" 3840x2160",Intel Core i9,32,8GB,AMD Radeon RX 6600M,macOS,1.35,917,No,Yes,HDD
400,Huawei,Huawei 2 in 1 Convertible 400,Netbook,14.7,"14.7"" 2560x1440",AMD Ryzen 9,32,8GB,NVIDIA GeForce RTX 3060,Windows 11,2.65,934,No,Yes,HDD
401,Lenovo,Lenovo Notebook 401,2 in 1 Convertible,15.5,"15.5"" 2560x1440",AMD Ryzen 5,16,1TB,AMD Radeon RX 5500M,Linux,2.68,726,Yes,No,SSD
402,Razer,Razer Gaming 402,Workstation,11.2,"11.2"" 1920x1080",Intel Core i3,128,4GB,Intel Iris Xe Graphics,Windows 11,1.31,1809,Yes,No,SSD
403,Acer,Acer 2 in 1 Convertible 403,Workstation,11.6,"11.6"" 1920x1080",Intel Core i9,128,512GB,NVIDIA GeForce GTX 1660,macOS,2.3,3168,Yes,Yes,Hybrid
404,Acer,Acer Gaming 404,Netbook,15.7,"15.7"" 1920x1080",Intel Core i3,32,4GB,AMD Radeon RX 6700M,Chrome OS,2.99,468,No,Yes,SSD
405,Microsoft,Microsoft Ultrabook 405,Workstation,11.6,"11.6"" 1366x768",Intel Core i9,128,1TB,NVIDIA GeForce RTX 3060,Windows 10,1.85,5000,Yes,No,SSD
406,MSI,MSI Ultrabook 406,2 in 1 Convertible,15.3,"15.3"" 1920x1080",Intel Core i5,8,8GB,AMD Radeon RX 5500M,Windows 10,2.58,739,Yes,Yes,HDD
407,Dell,Dell Notebook 407,Gaming,16.0,"16.0"" 3840x2160",AMD Ryzen 9,16,1TB,NVIDIA GeForce RTX 3070,Windows 11,3.4,2562,Yes,Yes,Hybrid
408,Microsoft,Microsoft Workstation 408,Notebook,16.9,"16.9"" 1920x1080",AMD Ryzen 5,8,1TB,NVIDIA GeForce RTX 3070,macOS,1.93,1071,Yes,No,Hybrid
409,MSI,MSI Ultrabook 409,Notebook,16.4,"16.4"" 1920x1080",AMD Ryzen 5,8,8GB,Intel Iris Xe Graphics,Windows 10,2.01,560,Yes,No,SSD
410,Asus,Asus Netbook 410,Netbook,14.2,"14.2"" 1920x1080",Intel Core i5,4,512GB,NVIDIA GeForce RTX 3080,Chrome OS,2.74,494,No,Yes,SSD
411,LG,LG Workstation 411,Notebook,14.7,"14.7"" 2560x1440",Intel Core i3,4,256GB,Intel HD Graphics,Chrome OS,1.49,251,Yes,No,SSD
412,Huawei,Huawei Notebook 412,Notebook,16.5,"16.5"" 1920x1080",AMD Ryzen 7,8,8GB,NVIDIA GeForce RTX 3070,Chrome OS,1.68,857,No,No,Hybrid
413,Razer,Razer Gaming 413,Workstation,14.4,"14.4"" 2560x1440",AMD Ryzen 9,32,128GB,NVIDIA GeForce RTX 3070,Windows 11,1.92,4822,No,No,HDD
414,Lenovo,Lenovo Ultrabook 414,Notebook,12.6,"12.6"" 1366x768",AMD Ryzen 7,32,16GB,NVIDIA GeForce RTX 3050,Windows 10,1.91,1114,Yes,No,HDD
415,Lenovo,Lenovo Netbook 415,Ultrabook,11.9,"11.9"" 1920x1080",Intel Core i5,8,64GB,NVIDIA GeForce RTX 3070,Windows 11,1.0,1159,No,Yes,HDD
416,Razer,Razer Ultrabook 416,2 in 1 Convertible,13.2,"13.2"" 1366x768",AMD Ryzen 3,16,4GB,NVIDIA GeForce RTX 3070,macOS,2.22,1525,Yes,Yes,Hybrid
417,Apple,Apple Notebook 417,Workstation,15.8,"15.8"" 2560x1440",AMD Ryzen 3,128,2TB,NVIDIA GeForce RTX 3080,macOS,2.36,5000,Yes,Yes,HDD
418,Samsung,Samsung Gaming 418,Workstation,14.0,"14.0"" 1366x768",AMD Ryzen 5,32,64GB,AMD Radeon RX 5500M,Linux,2.8,933,No,Yes,SSD
419,Razer,Razer Workstation 419,Notebook,14.6,"14.6"" 1366x768",AMD Ryzen 7,32,32GB,AMD Radeon RX 6700M,macOS,2.64,1703,Yes,Yes,HDD
420,Apple,Apple Gaming 420,Gaming,16.6,"16.6"" 3840x2160",AMD Ryzen 3,16,8GB,AMD Radeon RX 6600M,macOS,2.9,1339,Yes,No,HDD
421,Asus,Asus Netbook 421,Gaming,15.8,"15.8"" 3840x2160",Intel Core i3,8,8GB,AMD Radeon RX 6800M,Windows 11,3.04,906,No,No,Hybrid
422,Samsung,Samsung Notebook 422,Notebook,11.2,"11.2"" 1920x1080",AMD Ryzen 3,32,128GB,NVIDIA GeForce RTX 3060,Windows 11,2.23,792,Yes,No,Hybrid
423,Samsung,Samsung Ultrabook 423,Gaming,15.8,"15.8"" 1920x1080",AMD Ryzen 3,32,256GB,AMD Radeon RX 6600M,Windows 11,2.59,1201,No,Yes,HDD
424,Huawei,Huawei Gaming 424,Gaming,15.1,"15.1"" 1920x1080",AMD Ryzen 9,32,2TB,AMD Radeon RX 6800M,Chrome OS,3.28,1980,Yes,Yes,Hybrid
425,Acer,Acer Netbook 425,2 in 1 Convertible,15.6,"15.6"" 1920x1080",AMD Ryzen 3,16,32GB,NVIDIA GeForce RTX 3060,Chrome OS,2.15,594,Yes,No,Hybrid
426,Acer,Acer Netbook 426,Ultrabook,12.0,"12.0"" 1366x768",Intel Core i5,16,4GB,NVIDIA GeForce RTX 3070,Chrome OS,0.82,1373,No,Yes,Hybrid
427,Razer,Razer Notebook 427,Notebook,13.2,"13.2"" 1366x768",AMD Ryzen 7,32,32GB,AMD Radeon RX 5500M,Chrome OS,1.92,1169,Yes,No,Hybrid
428,Acer,Acer Ultrabook 428,Notebook,15.3,"15.3"" 3840x2160",AMD Ryzen 3,32,2TB,NVIDIA GeForce GTX 1650,macOS,1.98,478,No,Yes,HDD
429,Razer,Razer Workstation 429,Notebook,13.7,"13.7"" 2560x1440",Intel Core i9,32,256GB,Intel HD Graphics,Chrome OS,1.19,1444,Yes,No,HDD
430,MSI,MSI Ultrabook 430,Netbook,16.3,"16.3"" 2560x1440",AMD Ryzen 7,4,256GB,NVIDIA GeForce RTX 3060,Windows 10,2.88,543,No,Yes,HDD
431,Microsoft,Microsoft Netbook 431,Notebook,13.2,"13.2"" 1920x1080",AMD Ryzen 7,8,256GB,NVIDIA GeForce RTX 3050,Chrome OS,2.54,838,No,No,SSD
432,Acer,Acer Gaming 432,Netbook,16.4,"16.4"" 2560x1440",AMD Ryzen 7,16,2TB,NVIDIA GeForce GTX 1660,Linux,1.09,434,No,No,Hybrid
433,Huawei,Huawei Ultrabook 433,2 in 1 Convertible,12.7,"12.7"" 2560x1440",AMD Ryzen 9,16,4GB,Intel HD Graphics,Windows 10,2.25,435,Yes,No,HDD
434,HP,HP Netbook 434,Netbook,14.2,"14.2"" 2560x1440",AMD Ryzen 7,8,128GB,NVIDIA GeForce GTX 1660,Windows 10,2.36,459,Yes,Yes,HDD
435,LG,LG Notebook 435,Notebook,13.4,"13.4"" 1920x1080",AMD Ryzen 5,4,1TB,AMD Radeon RX 5500M,Windows 11,1.29,369,No,Yes,Hybrid
436,Razer,Razer Ultrabook 436,2 in 1 Convertible,13.5,"13.5"" 1920x1080",AMD Ryzen 7,16,8GB,NVIDIA GeForce RTX 3070,Windows 11,1.61,2962,Yes,Yes,Hybrid
437,Lenovo,Lenovo Netbook 437,Gaming,16.0,"16.0"" 3840x2160",Intel Core i5,8,2TB,NVIDIA GeForce RTX 3050,Windows 11,3.73,923,No,Yes,SSD
438,Microsoft,Microsoft Workstation 438,Ultrabook,11.9,"11.9"" 2560x1440",Intel Core i3,8,256GB,NVIDIA GeForce RTX 3080,macOS,1.13,1298,No,No,Hybrid
